20017003 1990.144273 31.8450 64.2970   48   47.6607 20.8590 5.0979 36.7500  -9.9900 0.4330 0.2540   33.4400
20017003 1990.144273 31.8450 64.2970   50   49.6463 20.8560 5.0977 36.7500  -9.9900 0.4320 0.2610   30.7900
20017003 1990.144273 31.8450 64.2970   52   51.6319 20.8550 5.0977 36.7500  -9.9900 0.4330 0.2650   28.1200
20017003 1990.144273 31.8450 64.2970   54   53.6175 20.8550 5.0978 36.7500  -9.9900 0.4320 0.2600   25.9700
20017003 1990.144273 31.8450 64.2970   56   55.6031 20.8550 5.0978 36.7500  -9.9900 0.4320 0.2660   23.7900
20017003 1990.144273 31.8450 64.2970   58   57.5886 20.8530 5.0977 36.7500  -9.9900 0.4310 0.2740   21.7000
20017003 1990.144273 31.8450 64.2970   60   59.5741 20.8520 5.0976 36.7490  -9.9900 0.4310 0.2680   20.1500
20017003 1990.144273 31.8450 64.2970   62   61.5596 20.8470 5.0971 36.7490  -9.9900 0.4280 0.2750   18.4300
20017003 1990.144273 31.8450 64.2970   64   63.5451 20.8470 5.0972 36.7490  -9.9900 0.4280 0.2800   16.8900
20017003 1990.144273 31.8450 64.2970   66   65.5306 20.8480 5.0974 36.7490  -9.9900 0.4270 0.2810   15.5800
20017003 1990.144273 31.8450 64.2970   68   67.5160 20.8480 5.0975 36.7490  -9.9900 0.4270 0.2900   14.2600
20017003 1990.144273 31.8450 64.2970   70   69.5015 20.8480 5.0976 36.7490  -9.9900 0.4280 0.2840   13.1700
20017003 1990.144273 31.8450 64.2970   72   71.4869 20.8490 5.0978 36.7490  -9.9900 0.4270 0.2860   12.1600
20017003 1990.144273 31.8450 64.2970   74   73.4723 20.8490 5.0979 36.7490  -9.9900 0.4270 0.2880   11.1900
20017003 1990.144273 31.8450 64.2970   76   75.4576 20.8480 5.0979 36.7490  -9.9900 0.4270 0.2840   10.3000
20017003 1990.144273 31.8450 64.2970   78   77.4430 20.8480 5.0980 36.7490  -9.9900 0.4260 0.2780    9.4900
20017003 1990.144273 31.8450 64.2970   80   79.4283 20.8450 5.0977 36.7490  -9.9900 0.4220 0.2700    8.7000
20017003 1990.144273 31.8450 64.2970   82   81.4136 20.8450 5.0978 36.7490  -9.9900 0.4220 0.2740    8.0700
20017003 1990.144273 31.8450 64.2970   84   83.3989 20.8460 5.0980 36.7490  -9.9900 0.4220 0.2720    7.3800
20017003 1990.144273 31.8450 64.2970   86   85.3842 20.8460 5.0980 36.7480  -9.9900 0.4220 0.2740    6.8900
20017003 1990.144273 31.8450 64.2970   88   87.3695 20.8460 5.0981 36.7480  -9.9900 0.4210 0.2790    6.3200
20017003 1990.144273 31.8450 64.2970   90   89.3547 20.8460 5.0982 36.7480  -9.9900 0.4210 0.3030    5.8400
20017003 1990.144273 31.8450 64.2970   92   91.3399 20.8460 5.0983 36.7480  -9.9900 0.4200 0.3290    5.4200
20017003 1990.144273 31.8450 64.2970   94   93.3251 20.8460 5.0984 36.7480  -9.9900 0.4200 0.2890    4.9700
20017003 1990.144273 31.8450 64.2970   96   95.3103 20.8440 5.0982 36.7480  -9.9900 0.4200 0.2760    4.6300
20017003 1990.144273 31.8450 64.2970   98   97.2955 20.8440 5.0983 36.7480  -9.9900 0.4190 0.2740    4.3100
20017003 1990.144273 31.8450 64.2970  100   99.2806 20.8440 5.0985 36.7490  -9.9900 0.4190 0.2670    3.9600
20017003 1990.144273 31.8450 64.2970  102  101.2657 20.8440 5.0986 36.7490  -9.9900 0.4190 0.2600    3.6400
20017003 1990.144273 31.8450 64.2970  104  103.2508 20.8440 5.0987 36.7490  -9.9900 0.4180 0.2580    3.3500
20017003 1990.144273 31.8450 64.2970  106  105.2359 20.8440 5.0988 36.7490  -9.9900 0.4180 0.2550    3.1200
20017003 1990.144273 31.8450 64.2970  108  107.2210 20.8440 5.0989 36.7490  -9.9900 0.4180 0.2490    2.8800
20017003 1990.144273 31.8450 64.2970  110  109.2060 20.8430 5.0989 36.7490  -9.9900 0.4180 0.2530    2.6800
20017003 1990.144273 31.8450 64.2970  112  111.1910 20.8420 5.0989 36.7490  -9.9900 0.4180 0.2500    2.4800
20017003 1990.144273 31.8450 64.2970  114  113.1760 20.8410 5.0988 36.7490  -9.9900 0.4180 0.2450    2.2800
20017003 1990.144273 31.8450 64.2970  116  115.1610 20.8410 5.0989 36.7490  -9.9900 0.4190 0.2440    2.1200
20017003 1990.144273 31.8450 64.2970  118  117.1460 20.8400 5.0989 36.7490  -9.9900 0.4180 0.2450    1.9700
20017003 1990.144273 31.8450 64.2970  120  119.1309 20.8390 5.0988 36.7480  -9.9900 0.4180 0.2510    1.8200
20017003 1990.144273 31.8450 64.2970  122  121.1159 20.8390 5.0989 36.7480  -9.9900 0.4180 0.2540    1.6900
20017003 1990.144273 31.8450 64.2970  124  123.1008 20.8380 5.0988 36.7480  -9.9900 0.4180 0.2530    1.5800
20017003 1990.144273 31.8450 64.2970  126  125.0857 20.8350 5.0986 36.7480  -9.9900 0.4180 0.2550    1.4500
20017003 1990.144273 31.8450 64.2970  128  127.0705 20.8330 5.0984 36.7470  -9.9900 0.4180 0.2520    1.3600
20017003 1990.144273 31.8450 64.2970  130  129.0554 20.8320 5.0984 36.7470  -9.9900 0.4180 0.2470    1.2400
20017003 1990.144273 31.8450 64.2970  132  131.0402 20.8290 5.0981 36.7470  -9.9900 0.4170 0.2490    1.1500
20017003 1990.144273 31.8450 64.2970  134  133.0250 20.8280 5.0981 36.7470  -9.9900 0.4180 0.2460    1.0800
20017003 1990.144273 31.8450 64.2970  136  135.0098 20.8270 5.0981 36.7470  -9.9900 0.4180 0.2420    1.0100
20017003 1990.144273 31.8450 64.2970  138  136.9946 20.8270 5.0983 36.7480  -9.9900 0.4180 0.2360    0.9200
20017003 1990.144273 31.8450 64.2970  140  138.9794 20.8260 5.0983 36.7480  -9.9900 0.4170 0.2330    0.8600
20017003 1990.144273 31.8450 64.2970  142  140.9641 20.8250 5.0983 36.7480  -9.9900 0.4180 0.2350    0.8000
20017003 1990.144273 31.8450 64.2970  144  142.9488 20.8110 5.0965 36.7450  -9.9900 0.4170 0.2360    0.7400
20017003 1990.144273 31.8450 64.2970  146  144.9335 20.7790 5.0927 36.7410  -9.9900 0.4150 0.2350    0.6900
20017003 1990.144273 31.8450 64.2970  148  146.9182 20.7580 5.0901 36.7370  -9.9900 0.4150 0.2300    0.6400
20017003 1990.144273 31.8450 64.2970  150  148.9028 20.7200 5.0850 36.7280  -9.9900 0.4120 0.2280    0.5900
20017003 1990.144273 31.8450 64.2970  152  150.8875 20.5310 5.0611 36.6960  -9.9900 0.4100 0.2260    0.5400
20017003 1990.144273 31.8450 64.2970  154  152.8721 20.1720 5.0183 36.6570  -9.9900 0.4070 0.2190    0.5000
20017003 1990.144273 31.8450 64.2970  156  154.8567 19.8490 4.9819 36.6370  -9.9900 0.4040 0.2220    0.4600
20017003 1990.144273 31.8450 64.2970  158  156.8413 19.7280 4.9686 36.6320  -9.9900 0.4010 0.2200    0.4100
20017003 1990.144273 31.8450 64.2970  160  158.8259 19.5930 4.9533 36.6230  -9.9900 0.3960 0.2030    0.3800
20017003 1990.144273 31.8450 64.2970  162  160.8104 19.5510 4.9485 36.6190  -9.9900 0.3960 0.1740    0.3400
20017003 1990.144273 31.8450 64.2970  164  162.7949 19.5350 4.9462 36.6130  -9.9900 0.3950 0.1550    0.3200
20017003 1990.144273 31.8450 64.2970  166  164.7794 19.4990 4.9424 36.6120  -9.9900 0.3940 0.1530    0.3100
20017003 1990.144273 31.8450 64.2970  168  166.7639 19.3990 4.9309 36.6030  -9.9900 0.3920 0.1340    0.2900
20017003 1990.144273 31.8450 64.2970  170  168.7484 19.3370 4.9241 36.6000  -9.9900 0.3920 0.1290    0.2800
20017003 1990.144273 31.8450 64.2970  172  170.7328 19.2630 4.9160 36.5970  -9.9900 0.3920 0.1230    0.2800
20017003 1990.144273 31.8450 64.2970  174  172.7173 19.2270 4.9119 36.5930  -9.9900 0.3920 0.1190    0.2700
20017003 1990.144273 31.8450 64.2970  176  174.7017 19.2210 4.9111 36.5910  -9.9900 0.3920 0.1150    0.2700
20017003 1990.144273 31.8450 64.2970  178  176.6861 19.2160 4.9104 36.5890  -9.9900 0.3910 0.1180    0.2600
20017003 1990.144273 31.8450 64.2970  180  178.6704 19.1820 4.9068 36.5880  -9.9900 0.3910 0.1110    0.2600
20017003 1990.144273 31.8450 64.2970  182  180.6548 19.1760 4.9062 36.5870  -9.9900 0.3900 0.1040    0.2600
20017003 1990.144273 31.8450 64.2970  184  182.6391 19.1610 4.9043 36.5840  -9.9900 0.3900 0.0960    0.2600
20017003 1990.144273 31.8450 64.2970  186  184.6234 19.1150 4.8996 36.5840  -9.9900 0.3900 0.0910    0.2600
20017003 1990.144273 31.8450 64.2970  188  186.6077 19.0650 4.8943 36.5830  -9.9900 0.3890 0.0890    0.2500
20017003 1990.144273 31.8450 64.2970  190  188.5920 19.0550 4.8931 36.5810  -9.9900 0.3880 0.0900    0.2500
20017003 1990.144273 31.8450 64.2970  192  190.5763 19.0510 4.8926 36.5800  -9.9900 0.3880 0.0880    0.2500
20017003 1990.144273 31.8450 64.2970  194  192.5605 18.9890 4.8859 36.5770  -9.9900 0.3880 0.0830    0.2500
20017003 1990.144273 31.8450 64.2970  196  194.5447 18.9620 4.8831 36.5770  -9.9900 0.3870 0.0730    0.2500
20017003 1990.144273 31.8450 64.2970  198  196.5289 18.9520 4.8818 36.5740  -9.9900 0.3860 0.0610    0.2500
20017003 1990.144273 31.8450 64.2970  200  198.5131 18.9370 4.8802 36.5730  -9.9900 0.3870 0.0580    0.2500
20017003 1990.144273 31.8450 64.2970  202  200.4973 18.9130 4.8777 36.5720  -9.9900 0.3860 0.0530    0.2500
20017003 1990.144273 31.8450 64.2970  204  202.4814 18.8930 4.8754 36.5700  -9.9900 0.3860 0.0490    0.2500
20017003 1990.144273 31.8450 64.2970  206  204.4655 18.8670 4.8727 36.5690  -9.9900 0.3850 0.0480    0.2400
20017003 1990.144273 31.8450 64.2970  208  206.4496 18.8520 4.8712 36.5690  -9.9900 0.3850 0.0490    0.2400
20017003 1990.144273 31.8450 64.2970  210  208.4337 18.8450 4.8703 36.5670  -9.9900 0.3850 0.0470    0.2400
20017003 1990.144273 31.8450 64.2970  212  210.4178 18.8240 4.8680 36.5650  -9.9900 0.3870 0.0420    0.2400
20017003 1990.144273 31.8450 64.2970  214  212.4018 18.8080 4.8664 36.5650  -9.9900 0.3850 0.0410    0.2400
20017003 1990.144273 31.8450 64.2970  216  214.3859 18.8010 4.8656 36.5640  -9.9900 0.3850 0.0430    0.2400
20017003 1990.144273 31.8450 64.2970  218  216.3699 18.7960 4.8651 36.5630  -9.9900 0.3850 0.0430    0.2400
20017003 1990.144273 31.8450 64.2970  220  218.3539 18.7750 4.8628 36.5620  -9.9900 0.3850 0.0370    0.2400
20017003 1990.144273 31.8450 64.2970  222  220.3378 18.7470 4.8599 36.5610  -9.9900 0.3850 0.0390    0.2400
20017003 1990.144273 31.8450 64.2970  224  222.3218 18.7030 4.8551 36.5590  -9.9900 0.3840 0.0400    0.2400
20017003 1990.144273 31.8450 64.2970  226  224.3057 18.6940 4.8542 36.5580  -9.9900 0.3840 0.0360    0.2400
20017003 1990.144273 31.8450 64.2970  228  226.2896 18.6880 4.8535 36.5570  -9.9900 0.3830 0.0320    0.2400
20017003 1990.144273 31.8450 64.2970  230  228.2735 18.6860 4.8534 36.5570  -9.9900 0.3830 0.0290    0.2400
20017003 1990.144273 31.8450 64.2970  232  230.2574 18.6780 4.8525 36.5560  -9.9900 0.3830 0.0290    0.2400
20017003 1990.144273 31.8450 64.2970  234  232.2412 18.6550 4.8501 36.5550  -9.9900 0.3830 0.0310    0.2300
20017003 1990.144273 31.8450 64.2970  236  234.2251 18.6300 4.8472 36.5520  -9.9900 0.3830 0.0260    0.2300
20017003 1990.144273 31.8450 64.2970  238  236.2089 18.6120 4.8453 36.5510  -9.9900 0.3830 0.0230    0.2300
20017003 1990.144273 31.8450 64.2970  240  238.1927 18.5890 4.8430 36.5510  -9.9900 0.3830 0.0230    0.2300
20017003 1990.144273 31.8450 64.2970  242  240.1765 18.5710 4.8411 36.5500  -9.9900 0.3830 0.0270    0.2300
20017003 1990.144273 31.8450 64.2970  244  242.1602 18.5680 4.8408 36.5500  -9.9900 0.3830 0.0230    0.2300
20017003 1990.144273 31.8450 64.2970  246  244.1440 18.5610 4.8401 36.5490  -9.9900 0.3830 0.0200    0.2300
20017003 1990.144273 31.8450 64.2970  248  246.1277 18.5410 4.8381 36.5490  -9.9900 0.3830 0.0200    0.2300
20017003 1990.144273 31.8450 64.2970  250  248.1114 18.5140 4.8351 36.5470  -9.9900 0.3830 0.0190    0.2300
20017003 1990.144273 31.8450 64.2970  252  250.0951 18.5030 4.8341 36.5470  -9.9900 0.3830 0.0210    0.2300
20017003 1990.144273 31.8450 64.2970  254  252.0787 18.4890 4.8324 36.5450  -9.9900 0.3820 0.0220    0.2300
20017003 1990.144273 31.8450 64.2970  256  254.0624 18.4750 4.8312 36.5460  -9.9900 0.3830 0.0230    0.2200
20017003 1990.144273 31.8450 64.2970  258  256.0460 18.4740 4.8313 36.5470  -9.9900 0.3830 0.0200    0.2200
20017003 1990.144273 31.8450 64.2970  260  258.0296 18.4680 4.8305 36.5450  -9.9900 0.3830 0.0200    0.2100
20017003 1990.144273 31.8450 64.2970  262  260.0132 18.4560 4.8292 36.5440  -9.9900 0.3830 0.0190    0.2000
20017003 1990.144273 31.8450 64.2970  264  261.9968 18.4470 4.8283 36.5430  -9.9900 0.3820 0.0190    0.2000
20017003 1990.144273 31.8450 64.2970  266  263.9803 18.4300 4.8262 36.5400  -9.9900 0.3810 0.0170    0.2100
20017003 1990.144273 31.8450 64.2970  268  265.9638 18.4010 4.8231 36.5380  -9.9900 0.3820 0.0160    0.2000
20017003 1990.144273 31.8450 64.2970  270  267.9473 18.3810 4.8211 36.5380  -9.9900 0.3830 0.0190    0.2100
20017003 1990.144273 31.8450 64.2970  272  269.9308 18.3720 4.8201 36.5370  -9.9900 0.3830 0.0200    0.2100
20017003 1990.144273 31.8450 64.2970  274  271.9143 18.3670 4.8198 36.5380  -9.9900 0.3810 0.0210    0.2100
20017003 1990.144273 31.8450 64.2970  276  273.8978 18.3640 4.8196 36.5380  -9.9900 0.3820 0.0180    0.2100
20017003 1990.144273 31.8450 64.2970  278  275.8812 18.3560 4.8187 36.5370  -9.9900 0.3820 0.0140    0.2000
20017003 1990.144273 31.8450 64.2970  280  277.8646 18.3450 4.8175 36.5360  -9.9900 0.3820 0.0150    0.2100
20017003 1990.144273 31.8450 64.2970  282  279.8480 18.3100 4.8134 36.5310  -9.9900 0.3820 0.0130    0.2100
20017003 1990.144273 31.8450 64.2970  284  281.8314 18.3010 4.8125 36.5310  -9.9900 0.3820 0.0180    0.2100
20017003 1990.144273 31.8450 64.2970  286  283.8147 18.2920 4.8114 36.5290  -9.9900 0.3820 0.0200    0.2100
20017003 1990.144273 31.8450 64.2970  288  285.7981 18.2820 4.8104 36.5280  -9.9900 0.3810 0.0190    0.2100
20017003 1990.144273 31.8450 64.2970  290  287.7814 18.2740 4.8095 36.5270  -9.9900 0.3820 0.0170    0.2100
20017003 1990.144273 31.8450 64.2970  292  289.7647 18.2660 4.8086 36.5260  -9.9900 0.3820 0.0180    0.2100
20017003 1990.144273 31.8450 64.2970  294  291.7480 18.2570 4.8077 36.5250  -9.9900 0.3810 0.0170    0.2100
20017003 1990.144273 31.8450 64.2970  296  293.7312 18.2450 4.8063 36.5230  -9.9900 0.3820 0.0150    0.2100
20017003 1990.144273 31.8450 64.2970  298  295.7145 18.2310 4.8048 36.5220  -9.9900 0.3810 0.0150    0.2100
20017003 1990.144273 31.8450 64.2970  300  297.6977 18.2130 4.8029 36.5210  -9.9900 0.3810 0.0150    0.2100
20017003 1990.144273 31.8450 64.2970  302  299.6809 18.1980 4.8015 36.5220  -9.9900 0.3820 0.0160    0.2100
20017003 1990.144273 31.8450 64.2970  304  301.6641 18.1860 4.8006 36.5240  -9.9900 0.3810 0.0190    0.2100
20017003 1990.144273 31.8450 64.2970  306  303.6472 18.1740 4.7994 36.5240  -9.9900 0.3810 0.0180    0.2100
20017003 1990.144273 31.8450 64.2970  308  305.6304 18.1640 4.7984 36.5230  -9.9900 0.3820 0.0160    0.2100
20017003 1990.144273 31.8450 64.2970  310  307.6135 18.1570 4.7976 36.5220  -9.9900 0.3830 0.0160    0.2100
20017003 1990.144273 31.8450 64.2970  312  309.5966 18.1400 4.7958 36.5210  -9.9900 0.3820 0.0160    0.2100
20017003 1990.144273 31.8450 64.2970  314  311.5797 18.1350 4.7954 36.5210  -9.9900 0.3810 0.0150    0.2100
20017003 1990.144273 31.8450 64.2970  316  313.5628 18.1250 4.7942 36.5190  -9.9900 0.3820 0.0150    0.2100
20017003 1990.144273 31.8450 64.2970  318  315.5458 18.1090 4.7926 36.5190  -9.9900 0.3820 0.0120    0.2100
20017003 1990.144273 31.8450 64.2970  320  317.5289 18.0990 4.7916 36.5180  -9.9900 0.3810 0.0120    0.2100
20017003 1990.144273 31.8450 64.2970  322  319.5119 18.0800 4.7894 36.5160  -9.9900 0.3810 0.0150    0.2100
20017003 1990.144273 31.8450 64.2970  324  321.4949 18.0690 4.7883 36.5150  -9.9900 0.3810 0.0140    0.2100
20017003 1990.144273 31.8450 64.2970  326  323.4778 18.0520 4.7862 36.5120  -9.9900 0.3810 0.0140    0.2100
20017003 1990.144273 31.8450 64.2970  328  325.4608 18.0380 4.7847 36.5110  -9.9900 0.3810 0.0150    0.2100
20017003 1990.144273 31.8450 64.2970  330  327.4437 18.0280 4.7836 36.5090  -9.9900 0.3810 0.0130    0.2100
20017003 1990.144273 31.8450 64.2970  332  329.4267 18.0180 4.7825 36.5080  -9.9900 0.3820 0.0130    0.2100
20017003 1990.144273 31.8450 64.2970  334  331.4096 18.0070 4.7813 36.5070  -9.9900 0.3820 0.0170    0.2100
20017003 1990.144273 31.8450 64.2970  336  333.3924 17.9850 4.7789 36.5050  -9.9900 0.3810 0.0200    0.2100
20017003 1990.144273 31.8450 64.2970  338  335.3753 17.9660 4.7769 36.5040  -9.9900 0.3820 0.0210    0.2100
20017003 1990.144273 31.8450 64.2970  340  337.3581 17.9600 4.7764 36.5040  -9.9900 0.3820 0.0150    0.2100
20017003 1990.144273 31.8450 64.2970  342  339.3410 17.9560 4.7759 36.5030  -9.9900 0.3810 0.0120    0.2100
20017003 1990.144273 31.8450 64.2970  344  341.3238 17.9450 4.7747 36.5020  -9.9900 0.3820 0.0130    0.2100
20017003 1990.144273 31.8450 64.2970  346  343.3065 17.9420 4.7744 36.5010  -9.9900 0.3810 0.0150    0.2100
20017003 1990.144273 31.8450 64.2970  348  345.2893 17.9240 4.7724 36.4990  -9.9900 0.3810 0.0140    0.2100
20017003 1990.144273 31.8450 64.2970  350  347.2721 17.9050 4.7701 36.4960  -9.9900 0.3810 0.0160    0.2100
20017003 1990.144273 31.8450 64.2970  352  349.2548 17.8930 4.7689 36.4950  -9.9900 0.3810 0.0160    0.2100
20017003 1990.144273 31.8450 64.2970  354  351.2375 17.8770 4.7672 36.4940  -9.9900 0.3810 0.0160    0.2100
20017003 1990.144273 31.8450 64.2970  356  353.2202 17.8690 4.7663 36.4930  -9.9900 0.3810 0.0170    0.2100
20017003 1990.144273 31.8450 64.2970  358  355.2028 17.8660 4.7661 36.4930  -9.9900 0.3810 0.0190    0.2100
20017003 1990.144273 31.8450 64.2970  360  357.1855 17.8590 4.7655 36.4930  -9.9900 0.3810 0.0170    0.2100
20017003 1990.144273 31.8450 64.2970  362  359.1681 17.8290 4.7622 36.4910  -9.9900 0.3810 0.0170    0.2100
20017003 1990.144273 31.8450 64.2970  364  361.1507 17.8140 4.7606 36.4900  -9.9900 0.3810 0.0170    0.2100
20017003 1990.144273 31.8450 64.2970  366  363.1333 17.8010 4.7591 36.4880  -9.9900 0.3810 0.0220    0.2100
20017003 1990.144273 31.8450 64.2970  368  365.1159 17.7910 4.7581 36.4870  -9.9900 0.3810 0.0200    0.2100
20017003 1990.144273 31.8450 64.2970  370  367.0985 17.7860 4.7575 36.4860  -9.9900 0.3810 0.0170    0.2100
20017003 1990.144273 31.8450 64.2970  372  369.0810 17.7680 4.7556 36.4850  -9.9900 0.3810 0.0150    0.2100
20017003 1990.144273 31.8450 64.2970  374  371.0635 17.7490 4.7534 36.4820  -9.9900 0.3810 0.0190    0.2100
20017003 1990.144273 31.8450 64.2970  376  373.0460 17.7390 4.7524 36.4820  -9.9900 0.3810 0.0170    0.2100
20017003 1990.144273 31.8450 64.2970  378  375.0285 17.7270 4.7511 36.4800  -9.9900 0.3810 0.0170    0.2100
20017003 1990.144273 31.8450 64.2970  380  377.0109 17.7140 4.7498 36.4800  -9.9900 0.3810 0.0200    0.2100
20017003 1990.144273 31.8450 64.2970  382  378.9934 17.7100 4.7493 36.4790  -9.9900 0.3810 0.0190    0.2100
20017003 1990.144273 31.8450 64.2970  384  380.9758 17.7040 4.7487 36.4780  -9.9900 0.3810 0.0170    0.2100
20017003 1990.144273 31.8450 64.2970  386  382.9582 17.6960 4.7480 36.4780  -9.9900 0.3810 0.0150    0.2100
20017003 1990.144273 31.8450 64.2970  388  384.9406 17.6920 4.7475 36.4770  -9.9900 0.3810 0.0150    0.2100
20017003 1990.144273 31.8450 64.2970  390  386.9230 17.6780 4.7460 36.4760  -9.9900 0.3810 0.0150    0.2100
20017003 1990.144273 31.8450 64.2970  392  388.9053 17.6570 4.7437 36.4740  -9.9900 0.3810 0.0190    0.2100
20017003 1990.144273 31.8450 64.2970  394  390.8876 17.6490 4.7429 36.4730  -9.9900 0.3810 0.0200    0.2100
20017003 1990.144273 31.8450 64.2970  396  392.8699 17.6300 4.7409 36.4720  -9.9900 0.3810 0.0200    0.2100
20017003 1990.144273 31.8450 64.2970  398  394.8522 17.6170 4.7395 36.4710  -9.9900 0.3810 0.0210    0.2100
20017003 1990.144273 31.8450 64.2970  400  396.8345 17.6130 4.7392 36.4710  -9.9900 0.3810 0.0190    0.2100
20017003 1990.144273 31.8450 64.2970  402  398.8167 17.6110 4.7389 36.4700  -9.9900 0.3810 0.0190    0.2100
20017003 1990.144273 31.8450 64.2970  404  400.7990 17.6090 4.7388 36.4700  -9.9900 0.3810 0.0200    0.2100
20017003 1990.144273 31.8450 64.2970  406  402.7812 17.5990 4.7376 36.4680  -9.9900 0.3810 0.0220    0.2100
20017003 1990.144273 31.8450 64.2970  408  404.7634 17.5720 4.7348 36.4670  -9.9900 0.3810 0.0210    0.2100
