20017001 1990.143917 31.8660 64.2940  136  135.0096 20.8090 5.0962 36.7470  -9.9900 0.4150 0.2400    4.7700
20017001 1990.143917 31.8660 64.2940  138  136.9944 20.8100 5.0962 36.7460  -9.9900 0.4150 0.2490    4.4500
20017001 1990.143917 31.8660 64.2940  140  138.9791 20.8070 5.0960 36.7460  -9.9900 0.4140 0.2450    4.1100
20017001 1990.143917 31.8660 64.2940  142  140.9638 20.8050 5.0959 36.7460  -9.9900 0.4140 0.2390    3.8300
20017001 1990.143917 31.8660 64.2940  144  142.9486 20.8060 5.0961 36.7460  -9.9900 0.4150 0.2390    3.5300
20017001 1990.143917 31.8660 64.2940  146  144.9333 20.8060 5.0962 36.7460  -9.9900 0.4140 0.2400    3.2800
20017001 1990.143917 31.8660 64.2940  148  146.9179 20.8060 5.0963 36.7460  -9.9900 0.4150 0.2410    3.0500
20017001 1990.143917 31.8660 64.2940  150  148.9026 20.8040 5.0960 36.7450  -9.9900 0.4140 0.2410    2.8300
20017001 1990.143917 31.8660 64.2940  152  150.8872 20.8040 5.0961 36.7450  -9.9900 0.4150 0.2390    2.6300
20017001 1990.143917 31.8660 64.2940  154  152.8718 20.7930 5.0949 36.7440  -9.9900 0.4140 0.2380    2.4200
20017001 1990.143917 31.8660 64.2940  156  154.8564 20.7610 5.0910 36.7390  -9.9900 0.4130 0.2310    2.2300
20017001 1990.143917 31.8660 64.2940  158  156.8410 20.6980 5.0833 36.7300  -9.9900 0.4130 0.2310    2.1000
20017001 1990.143917 31.8660 64.2940  160  158.8256 20.6260 5.0745 36.7200  -9.9900 0.4110 0.2320    1.9400
20017001 1990.143917 31.8660 64.2940  162  160.8101 20.2150 5.0233 36.6570  -9.9900 0.4050 0.2230    1.7700
20017001 1990.143917 31.8660 64.2940  164  162.7946 19.9050 4.9880 36.6360  -9.9900 0.4040 0.2340    1.6200
20017001 1990.143917 31.8660 64.2940  166  164.7791 19.7690 4.9735 36.6340  -9.9900 0.3990 0.2360    1.4600
20017001 1990.143917 31.8660 64.2940  168  166.7636 19.7130 4.9668 36.6270  -9.9900 0.3970 0.2180    1.3400
20017001 1990.143917 31.8660 64.2940  170  168.7481 19.5890 4.9528 36.6180  -9.9900 0.3950 0.1900    1.2200
20017001 1990.143917 31.8660 64.2940  172  170.7325 19.5120 4.9442 36.6130  -9.9900 0.3930 0.1760    1.1100
20017001 1990.143917 31.8660 64.2940  174  172.7170 19.4750 4.9400 36.6100  -9.9900 0.3920 0.1690    1.0200
20017001 1990.143917 31.8660 64.2940  176  174.7014 19.4180 4.9335 36.6050  -9.9900 0.3920 0.1420    0.9200
20017001 1990.143917 31.8660 64.2940  178  176.6858 19.3810 4.9292 36.6010  -9.9900 0.3920 0.1360    0.8600
20017001 1990.143917 31.8660 64.2940  180  178.6701 19.3520 4.9259 36.5980  -9.9900 0.3910 0.1320    0.7900
20017001 1990.143917 31.8660 64.2940  182  180.6545 19.3110 4.9214 36.5960  -9.9900 0.3910 0.1310    0.7300
20017001 1990.143917 31.8660 64.2940  184  182.6388 19.2960 4.9197 36.5940  -9.9900 0.3900 0.1250    0.6700
20017001 1990.143917 31.8660 64.2940  186  184.6231 19.2830 4.9182 36.5920  -9.9900 0.3900 0.1170    0.6200
20017001 1990.143917 31.8660 64.2940  188  186.6074 19.2830 4.9181 36.5910  -9.9900 0.3900 0.1190    0.5800
20017001 1990.143917 31.8660 64.2940  190  188.5917 19.2520 4.9147 36.5890  -9.9900 0.3900 0.1210    0.5300
20017001 1990.143917 31.8660 64.2940  192  190.5759 19.1970 4.9086 36.5850  -9.9900 0.3890 0.1120    0.4900
20017001 1990.143917 31.8660 64.2940  194  192.5602 19.1490 4.9035 36.5840  -9.9900 0.3880 0.1050    0.4600
20017001 1990.143917 31.8660 64.2940  196  194.5444 19.1040 4.8984 36.5800  -9.9900 0.3870 0.0870    0.4200
20017001 1990.143917 31.8660 64.2940  198  196.5286 19.0780 4.8955 36.5780  -9.9900 0.3860 0.0840    0.4000
20017001 1990.143917 31.8660 64.2940  200  198.5128 19.0020 4.8875 36.5770  -9.9900 0.3860 0.0780    0.3700
20017001 1990.143917 31.8660 64.2940  202  200.4969 18.9740 4.8843 36.5740  -9.9900 0.3850 0.0760    0.3400
20017001 1990.143917 31.8660 64.2940  204  202.4811 18.9610 4.8829 36.5730  -9.9900 0.3870 0.0730    0.3200
20017001 1990.143917 31.8660 64.2940  206  204.4652 18.9570 4.8823 36.5710  -9.9900 0.3870 0.0740    0.3100
20017001 1990.143917 31.8660 64.2940  208  206.4493 18.9540 4.8821 36.5710  -9.9900 0.3860 0.0740    0.2900
20017001 1990.143917 31.8660 64.2940  210  208.4334 18.9210 4.8786 36.5700  -9.9900 0.3860 0.0760    0.2800
20017001 1990.143917 31.8660 64.2940  212  210.4174 18.8950 4.8759 36.5690  -9.9900 0.3870 0.0760    0.2800
20017001 1990.143917 31.8660 64.2940  214  212.4015 18.8750 4.8738 36.5680  -9.9900 0.3860 0.0750    0.2700
20017001 1990.143917 31.8660 64.2940  216  214.3855 18.8670 4.8729 36.5670  -9.9900 0.3860 0.0710    0.2700
