10301001,2014.173672,,31.663,,64.168,,,,4,,,,3.9721,,,20.8763,,,,5.0627,,,36.466,,,,221.41,0.512,,,,0.125,,,-999,,,
10301001,2014.173672,,31.663,,64.168,,,,6,,,,5.9574,,,20.8784,,,,5.063,,,36.4658,,,,221.17,0.512,,,,0.129,,,-999,,,
10301001,2014.173672,,31.663,,64.168,,,,8,,,,7.9449,,,20.8789,,,,5.0632,,,36.4658,,,,221.65,0.516,,,,0.144,,,-999,,,
10301001,2014.173672,,31.663,,64.168,,,10,,,,9.9298,,,20.8761,,,,5.063,,,36.4659,,,,221.94,0.508,,,,0.124,,,-999,,,,
10301001,2014.173672,,31.663,,64.168,,,12,,,11.9163,,,20.8764,,,,5.0631,,,36.466,,,,222.01,0.51,,,,0.134,,,-999,
10301001,2014.173672,,31.663,,64.168,,,14,,,13.9024,,,20.8792,,,,5.0635,,,36.466,,,,222.05,0.511,,,,0.137,,,-999,
10301001,2014.173672,,31.663,,64.168,,,16,,,15.8884,,,20.8806,,,,5.0637,,,36.466,,,,222.14,0.512,,,,0.139,,,-999,
10301001,2014.173672,,31.663,,64.168,,,18,,,17.8744,,,20.8821,,,,5.064,,,36.466,,,,222.22,0.513,,,,0.14,,,-999,
10301001,2014.173672,,31.663,,64.168,,,20,,,19.86,,,20.8827,,,,5.0641,,,36.4659,,,,222.02,0.511,,,,0.145,,,-999,
10301001,2014.173672,,31.663,,64.168,,,22,,,21.846,,,20.8837,,,,5.0643,,,36.4659,,,,222.11,0.511,,,,0.142,,,-999,
10301001,2014.173672,,31.663,,64.168,,,24,,,23.8325,,,20.8842,,,,5.0645,,,36.4659,,,,222.31,0.511,,,,0.141,,,-999,
10301001,2014.173672,,31.663,,64.168,,,26,,,25.8183,,,20.8845,,,,5.0646,,,36.4658,,,,222.05,0.511,,,,0.149,,,-999,
10301001,2014.173672,,31.663,,64.168,,,28,,,27.804,,,20.8838,,,,5.0646,,,36.4657,,,,222.48,0.511,,,,0.151,,,-999,
10301001,2014.173672,,31.663,,64.168,,,30,,,29.7899,,,20.8829,,,,5.0646,,,36.4656,,,,222.05,0.511,,,,0.146,,,-999,
10301001,2014.173672,,31.663,,64.168,,,32,,,31.7755,,,20.8826,,,,5.0646,,,36.4657,,,,221.99,0.511,,,,0.144,,,-999,
10301001,2014.173672,,31.663,,64.168,,,34,,,33.7615,,,20.883,,,,5.0648,,,36.4657,,,,222.09,0.511,,,,0.142,,,-999,
10301001,2014.173672,,31.663,,64.168,,,36,,,35.7473,,,20.8835,,,,5.0649,,,36.4659,,,,222.39,0.512,,,,0.143,,,-999,
10301001,2014.173672,,31.663,,64.168,,,38,,,37.7326,,,20.8828,,,,5.0649,,,36.4656,,,,222.34,0.511,,,,0.143,,,-999,
10301001,2014.173672,,31.663,,64.168,,,40,,,39.7185,,,20.8837,,,,5.0651,,,36.466,,,,221.92,0.512,,,,0.142,,,-999,
10301001,2014.173672,,31.663,,64.168,,,42,,,41.7038,,,20.8831,,,,5.0651,,,36.4652,,,,222.14,0.511,,,,0.139,,,-999,
10301001,2014.173672,,31.663,,64.168,,,44,,,43.6906,,,20.8839,,,,5.0653,,,36.4656,,,,222.57,0.511,,,,0.141,,,-999,
10301001,2014.173672,,31.663,,64.168,,,46,,,45.6755,,,20.8837,,,,5.0654,,,36.4657,,,,222.03,0.512,,,,0.148,,,-999,
10301001,2014.173672,,31.663,,64.168,,,48,,,47.6613,,,20.882,,,,5.0652,,,36.465,,,,221.93,0.511,,,,0.144,,,-999,
10301001,2014.173672,,31.663,,64.168,,,50,,,49.6471,,,20.8726,,,,5.0641,,,36.4637,,,,221.94,0.511,,,,0.144,,,-999,
10301001,2014.173672,,31.663,,64.168,,,52,,,51.6334,,,20.85,,,,5.0616,,,36.4615,,,,221.99,0.509,,,,0.141,,,-999,
10301001,2014.173672,,31.663,,64.168,,,54,,,53.6177,,,20.8018,,,,5.056,,,36.4572,,,,222.17,0.507,,,,0.133,,,-999,
10301001,2014.173672,,31.663,,64.168,,,56,,,55.6034,,,20.7824,,,,5.0543,,,36.4591,,,,221.94,0.5,,,,0.126,,,-999,
10301001,2014.173672,,31.663,,64.168,,,58,,,57.5888,,,20.7853,,,,5.0546,,,36.4583,,,,222.5,0.497,,,,0.124,,,-999,
10301001,2014.173672,,31.663,,64.168,,,60,,,59.5752,,,20.7837,,,,5.0545,,,36.4586,,,,222.03,0.497,,,,0.125,,,-999,
10301001,2014.173672,,31.663,,64.168,,,62,,,61.5605,,,20.7826,,,,5.0545,,,36.4587,,,,222.15,0.497,,,,0.126,,,-999,
10301001,2014.173672,,31.663,,64.168,,,64,,,63.546,,,20.7823,,,,5.0546,,,36.4586,,,,222.14,0.496,,,,0.127,,,-999,
10301001,2014.173672,,31.663,,64.168,,,66,,,65.5317,,,20.7804,,,,5.0544,,,36.4583,,,,222.19,0.496,,,,0.124,,,-999,
10301001,2014.173672,,31.663,,64.168,,,68,,,67.5171,,,20.7798,,,,5.0545,,,36.4584,,,,222.22,0.496,,,,0.129,,,-999,
10301001,2014.173672,,31.663,,64.168,,,70,,,69.5023,,,20.7792,,,,5.0545,,,36.4585,,,,222.02,0.496,,,,0.13,,,-999,
