site	cruiseid	year	month	day	date	yrday_gmt	lat	lon	LLI_narB[cells/mL]	temp	sal	depth[m]	sigma_0	standard_deviation[cells/mL]
BATS	221	2007	3	21	3/21/07	164592000	31.6667	-64.1667	4.32E+03	19.4932	36.6822	60	26.184	1.80E+02
BATS	221	2007	3	21	3/21/07	164592000	31.6667	-64.1667	4.47E+03	19.4858	36.6829	80	26.186	5.12E+02
BATS	221	2007	3	21	3/21/07	164592000	31.6667	-64.1667	nd	19.4872	36.6806	100	26.187	nd
BATS	221	2007	3	21	3/21/07	164592000	31.6667	-64.1667	3.46E+03	19.4702	36.6788	120	26.189	3.67E+02
BATS	221	2007	3	21	3/21/07	164592000	31.6667	-64.1667	3.24E+03	19.4346	36.6723	140	26.196	3.33E+02
BATS	221	2007	3	21	3/21/07	164592000	31.6667	-64.1667	nd	19.4271	36.6791	160	26.204	nd
BATS	221	2007	3	21	3/21/07	164592000	31.6667	-64.1667	9.52E+01	18.92075	36.6316	180	26.2965	2.31E+01
BATS	221	2007	3	21	3/21/07	164592000	31.6667	-64.1667	6.50E-01	18.4144	36.5841	200	26.389	nd
BATS	221.5	2007	4	3	4/3/07	165715200	31.6667	-64.1667	nd	19.4398	36.6971	1	26.206	nd
BATS	221.5	2007	4	3	4/3/07	165715200	31.6667	-64.1667	nd	19.4394	36.6961	10	26.206	nd
BATS	221.5	2007	4	3	4/3/07	165715200	31.6667	-64.1667	nd	19.4295	36.6933	20	26.207	nd
BATS	221.5	2007	4	3	4/3/07	165715200	31.6667	-64.1667	nd	19.431	36.6929	40	26.208	nd
BATS	221.5	2007	4	3	4/3/07	165715200	31.6667	-64.1667	nd	19.4259	36.6897	60	26.209	nd
BATS	221.5	2007	4	3	4/3/07	165715200	31.6667	-64.1667	nd	19.3881	36.682	80	26.212	nd
BATS	221.5	2007	4	3	4/3/07	165715200	31.6667	-64.1667	nd	19.3869	36.6822	100	26.213	nd
BATS	221.5	2007	4	3	4/3/07	165715200	31.6667	-64.1667	nd	19.3878	36.6833	120	26.214	nd
BATS	221.5	2007	4	3	4/3/07	165715200	31.6667	-64.1667	nd	19.3196	36.6739	140	26.226	nd
BATS	221.5	2007	4	3	4/3/07	165715200	31.6667	-64.1667	nd	18.9512	36.6327	160	26.291	nd
BATS	221.5	2007	4	3	4/3/07	165715200	31.6667	-64.1667	nd	18.81295	36.6284	180	26.324	nd
BATS	221.5	2007	4	3	4/3/07	165715200	31.6667	-64.1667	nd	18.6747	36.6241	200	26.357	nd
BATS	222	2007	4	15	4/15/07	166752000	31.6667	-64.1667	7.59E+02	20.5865	36.7499	1	25.943	5.82E+01
BATS	222	2007	4	15	4/15/07	166752000	31.6667	-64.1667	9.21E+02	20.3897	36.745	10	25.993	9.59E+01
BATS	222	2007	4	15	4/15/07	166752000	31.6667	-64.1667	6.97E+02	20.3495	36.7418	20	26.001	6.74E+01
BATS	222	2007	4	15	4/15/07	166752000	31.6667	-64.1667	1.87E+03	19.7707	36.6857	40	26.113	3.72E+02
BATS	222	2007	4	15	4/15/07	166752000	31.6667	-64.1667	1.93E+04	19.526	36.6885	60	26.18	4.12E+02
BATS	222	2007	4	15	4/15/07	166752000	31.6667	-64.1667	1.19E+04	19.4105	36.6913	80	26.21	8.79E+02
BATS	222	2007	4	15	4/15/07	166752000	31.6667	-64.1667	1.69E+03	19.4021	36.685	100	26.212	4.69E+01
BATS	222	2007	4	15	4/15/07	166752000	31.6667	-64.1667	6.50E+02	19.3928	36.686	120	26.214	9.27E+01
BATS	222	2007	4	15	4/15/07	166752000	31.6667	-64.1667	2.27E+02	19.1478	36.6613	140	26.258	5.15E+01
BATS	222	2007	4	15	4/15/07	166752000	31.6667	-64.1667	1.46E+02	18.7483	36.627	160	26.329	3.46E+01
BATS	222	2007	4	15	4/15/07	166752000	31.6667	-64.1667	nd	18.54485	36.6012	180	26.3665	nd
BATS	222	2007	4	15	4/15/07	166752000	31.6667	-64.1667	6.50E-01	18.3414	36.5754	200	26.404	nd
BATS	223	2007	5	17	5/17/07	169516800	31.6667	-64.1667	nd	21.4191	36.7566	1	25.719	nd
BATS	223	2007	5	17	5/17/07	169516800	31.6667	-64.1667	1.71E+02	21.4236	36.7567	10	25.718	4.76E+01
BATS	223	2007	5	17	5/17/07	169516800	31.6667	-64.1667	nd	21.4111	36.7566	20	25.721	nd
BATS	223	2007	5	17	5/17/07	169516800	31.6667	-64.1667	1.17E+03	20.6341	36.7322	40	25.914	3.73E+02
BATS	223	2007	5	17	5/17/07	169516800	31.6667	-64.1667	2.86E+03	19.8934	36.7164	60	26.104	1.02E+03
BATS	223	2007	5	17	5/17/07	169516800	31.6667	-64.1667	6.05E+03	19.4204	36.6814	80	26.2	3.47E+02
BATS	223	2007	5	17	5/17/07	169516800	31.6667	-64.1667	7.18E+03	19.0724	36.6589	100	26.276	1.33E+02
BATS	223	2007	5	17	5/17/07	169516800	31.6667	-64.1667	3.28E+03	18.8175	36.6234	120	26.316	7.31E+02
BATS	223	2007	5	17	5/17/07	169516800	31.6667	-64.1667	3.15E+02	18.6056	36.6062	140	26.359	2.12E+01
BATS	223	2007	5	17	5/17/07	169516800	31.6667	-64.1667	nd	18.4861	36.595	160	26.381	nd
BATS	223	2007	5	17	5/17/07	169516800	31.6667	-64.1667	1.71E+01	18.4309	36.59485	180	26.3965	4.07E+00
BATS	223	2007	5	17	5/17/07	169516800	31.6667	-64.1667	6.50E-01	18.3757	36.5947	200	26.412	nd
BATS	224	2007	6	21	6/21/07	172540800	31.6667	-64.1667	6.50E-01	23.6152	36.5938	1	24.964	nd
BATS	224	2007	6	21	6/21/07	172540800	31.6667	-64.1667	6.50E-01	23.521	36.5933	10	24.993	nd
BATS	224	2007	6	21	6/21/07	172540800	31.6667	-64.1667	6.50E-01	22.6926	36.6918	20	25.312	nd
BATS	224	2007	6	21	6/21/07	172540800	31.6667	-64.1667	nd	21.0972	36.7718	40	25.819	nd
BATS	224	2007	6	21	6/21/07	172540800	31.6667	-64.1667	3.01E+02	20.5172	36.7608	60	25.969	4.50E+01
BATS	224	2007	6	21	6/21/07	172540800	31.6667	-64.1667	1.71E+03	20.0863	36.7397	80	26.073	6.32E+02
BATS	224	2007	6	21	6/21/07	172540800	31.6667	-64.1667	nd	19.7736	36.7164	100	26.139	nd
BATS	224	2007	6	21	6/21/07	172540800	31.6667	-64.1667	1.33E+04	19.4211	36.6785	120	26.201	4.61E+03
BATS	224	2007	6	21	6/21/07	172540800	31.6667	-64.1667	2.37E+03	19.2001	36.6597	140	26.245	1.88E+02
BATS	224	2007	6	21	6/21/07	172540800	31.6667	-64.1667	4.95E+01	19.1125	36.6579	160	26.269	1.37E+01
BATS	224	2007	6	21	6/21/07	172540800	31.6667	-64.1667	1.10E+01	19.0341	36.65535	180	26.2875	3.65E+00
BATS	224	2007	6	21	6/21/07	172540800	31.6667	-64.1667	6.50E-01	18.9557	36.6528	200	26.306	nd
BATS	225	2007	7	19	7/19/07	174960000	31.6667	-64.1667	6.50E-01	26.9097	36.5746	1	23.935	nd
BATS	225	2007	7	19	7/19/07	174960000	31.6667	-64.1667	6.50E-01	26.6272	36.5625	10	24.015	nd
BATS	225	2007	7	19	7/19/07	174960000	31.6667	-64.1667	6.50E-01	24.6801	36.5555	20	24.618	nd
BATS	225	2007	7	19	7/19/07	174960000	31.6667	-64.1667	4.91E+01	22.4122	36.6175	40	25.332	1.59E+01
BATS	225	2007	7	19	7/19/07	174960000	31.6667	-64.1667	2.87E+03	20.787	36.6656	60	25.825	6.11E+02
BATS	225	2007	7	19	7/19/07	174960000	31.6667	-64.1667	1.24E+04	19.9131	36.682	80	26.076	4.28E+03
BATS	225	2007	7	19	7/19/07	174960000	31.6667	-64.1667	5.85E+03	18.9855	36.6347	100	26.282	5.70E+02
BATS	225	2007	7	19	7/19/07	174960000	31.6667	-64.1667	8.98E+02	18.7008	36.6322	120	26.353	1.06E+02
BATS	225	2007	7	19	7/19/07	174960000	31.6667	-64.1667	2.71E+02	18.5116	36.6238	140	26.397	2.35E+01
BATS	225	2007	7	19	7/19/07	174960000	31.6667	-64.1667	8.46E+00	18.3742	36.6144	160	26.424	4.01E+00
BATS	225	2007	7	19	7/19/07	174960000	31.6667	-64.1667	6.50E-01	18.3125	36.60965	180	26.436	nd
BATS	225	2007	7	19	7/19/07	174960000	31.6667	-64.1667	6.50E-01	18.2508	36.6049	200	26.448	nd
BATS	226	2007	8	17	8/17/07	177465600	31.6667	-64.1667	6.50E-01	27.6923	36.4578	1	23.596	nd
BATS	226	2007	8	17	8/17/07	177465600	31.6667	-64.1667	6.50E-01	27.6027	36.4678	10	23.63	nd
BATS	226	2007	8	17	8/17/07	177465600	31.6667	-64.1667	6.50E-01	26.8608	36.4494	20	23.866	nd
BATS	226	2007	8	17	8/17/07	177465600	31.6667	-64.1667	1.15E+01	23.298	36.6971	40	25.144	4.25E+00
BATS	226	2007	8	17	8/17/07	177465600	31.6667	-64.1667	6.85E+03	21.2098	36.7535	60	25.777	6.67E+02
BATS	226	2007	8	17	8/17/07	177465600	31.6667	-64.1667	1.63E+04	20.1368	36.7372	80	26.055	3.28E+03
BATS	226	2007	8	17	8/17/07	177465600	31.6667	-64.1667	nd	19.5221	36.6876	100	26.182	nd
BATS	226	2007	8	17	8/17/07	177465600	31.6667	-64.1667	5.16E+02	19.1036	36.6507	120	26.265	2.53E+01
BATS	226	2007	8	17	8/17/07	177465600	31.6667	-64.1667	1.45E+02	18.8402	36.6357	140	26.323	2.60E+01
BATS	226	2007	8	17	8/17/07	177465600	31.6667	-64.1667	6.78E+01	18.6339	36.6149	160	26.36	1.42E+01
BATS	226	2007	8	17	8/17/07	177465600	31.6667	-64.1667	1.11E+01	18.4867	36.6041	180	26.3885	3.84E+00
BATS	226	2007	8	17	8/17/07	177465600	31.6667	-64.1667	6.50E-01	18.3395	36.5933	200	26.417	nd
BATS	227	2007	9	8	9/8/07	179366400	31.6667	-64.1667	6.50E-01	26.8626	36.2975	1	23.749	nd
BATS	227	2007	9	8	9/8/07	179366400	31.6667	-64.1667	nd	26.7698	36.2997	10	23.78	nd
BATS	227	2007	9	8	9/8/07	179366400	31.6667	-64.1667	6.50E-01	26.7609	36.3001	20	23.786	nd
BATS	227	2007	9	8	9/8/07	179366400	31.6667	-64.1667	nd	25.577	36.5061	40	24.32	nd
BATS	227	2007	9	8	9/8/07	179366400	31.6667	-64.1667	8.82E+03	23.3341	36.6653	60	25.116	6.78E+02
BATS	227	2007	9	8	9/8/07	179366400	31.6667	-64.1667	7.42E+03	21.5043	36.6934	80	25.652	6.38E+02
BATS	227	2007	9	8	9/8/07	179366400	31.6667	-64.1667	3.27E+03	20.4272	36.6962	100	25.945	1.58E+02
BATS	227	2007	9	8	9/8/07	179366400	31.6667	-64.1667	1.04E+03	19.6668	36.6705	120	26.138	1.13E+02
BATS	227	2007	9	8	9/8/07	179366400	31.6667	-64.1667	1.50E+02	19.1988	36.6594	140	26.251	4.67E+01
BATS	227	2007	9	8	9/8/07	179366400	31.6667	-64.1667	9.81E+01	18.831	36.638	160	26.333	8.22E+00
BATS	227	2007	9	8	9/8/07	179366400	31.6667	-64.1667	2.92E+01	18.6139	36.63385	180	26.3775	9.39E+00
BATS	227	2007	9	8	9/8/07	179366400	31.6667	-64.1667	6.50E-01	18.3968	36.6297	200	26.422	nd
BATS	228	2007	10	6	10/6/07	181785600	31.6667	-64.1667	6.50E-01	26.7431	36.4482	1	23.9	nd
BATS	228	2007	10	6	10/6/07	181785600	31.6667	-64.1667	6.50E-01	26.7428	36.4478	10	23.901	nd
BATS	228	2007	10	6	10/6/07	181785600	31.6667	-64.1667	6.50E-01	26.7406	36.4503	20	23.902	nd
BATS	228	2007	10	6	10/6/07	181785600	31.6667	-64.1667	6.50E-01	26.7327	36.4487	40	23.906	nd
BATS	228	2007	10	6	10/6/07	181785600	31.6667	-64.1667	6.35E+01	23.5705	36.6506	60	25.036	1.39E+01
BATS	228	2007	10	6	10/6/07	181785600	31.6667	-64.1667	9.42E+03	21.8925	36.6892	80	25.544	4.72E+03
BATS	228	2007	10	6	10/6/07	181785600	31.6667	-64.1667	7.08E+03	20.7023	36.6887	100	25.873	2.20E+03
BATS	228	2007	10	6	10/6/07	181785600	31.6667	-64.1667	5.34E+02	19.8924	36.6815	120	26.087	1.61E+02
BATS	228	2007	10	6	10/6/07	181785600	31.6667	-64.1667	1.74E+02	19.4544	36.6781	140	26.198	1.11E+01
BATS	228	2007	10	6	10/6/07	181785600	31.6667	-64.1667	5.50E+01	19.0535	36.6521	160	26.286	1.95E+01
BATS	228	2007	10	6	10/6/07	181785600	31.6667	-64.1667	2.71E+01	18.85035	36.64285	180	26.332	1.13E+01
BATS	228	2007	10	6	10/6/07	181785600	31.6667	-64.1667	6.50E-01	18.6472	36.6336	200	26.378	nd
BATS	229	2007	11	14	11/14/07	185155200	31.6667	-64.1667	2.63E+02	nd	nd	1	nd	9.59E+01
BATS	229	2007	11	14	11/14/07	185155200	31.6667	-64.1667	nd	nd	nd	10	nd	nd
BATS	229	2007	11	14	11/14/07	185155200	31.6667	-64.1667	4.95E+02	nd	nd	20	nd	1.92E+01
BATS	229	2007	11	14	11/14/07	185155200	31.6667	-64.1667	3.40E+02	nd	nd	40	nd	4.89E+01
BATS	229	2007	11	14	11/14/07	185155200	31.6667	-64.1667	8.94E+02	nd	nd	60	nd	1.23E+02
BATS	229	2007	11	14	11/14/07	185155200	31.6667	-64.1667	8.45E+03	nd	nd	80	nd	5.36E+02
BATS	229	2007	11	14	11/14/07	185155200	31.6667	-64.1667	4.29E+02	nd	nd	100	nd	4.84E+01
BATS	229	2007	11	14	11/14/07	185155200	31.6667	-64.1667	4.37E+02	nd	nd	120	nd	7.20E+01
BATS	229	2007	11	14	11/14/07	185155200	31.6667	-64.1667	5.41E+01	nd	nd	140	nd	8.84E+00
BATS	229	2007	11	14	11/14/07	185155200	31.6667	-64.1667	6.50E-01	nd	nd	160	nd	nd
BATS	229	2007	11	14	11/14/07	185155200	31.6667	-64.1667	6.50E-01	nd	nd	180	nd	nd
BATS	229	2007	11	14	11/14/07	185155200	31.6667	-64.1667	6.50E-01	nd	nd	200	nd	nd
BATS	230	2007	12	6	12/6/07	187056000	31.6667	-64.1667	1.51E+03	nd	nd	1	nd	1.12E+02
BATS	230	2007	12	6	12/6/07	187056000	31.6667	-64.1667	1.19E+03	nd	nd	10	nd	3.25E+02
BATS	230	2007	12	6	12/6/07	187056000	31.6667	-64.1667	1.48E+03	nd	nd	20	nd	2.86E+02
BATS	230	2007	12	6	12/6/07	187056000	31.6667	-64.1667	1.19E+03	nd	nd	40	nd	2.25E+02
BATS	230	2007	12	6	12/6/07	187056000	31.6667	-64.1667	1.12E+03	nd	nd	60	nd	9.50E+01
BATS	230	2007	12	6	12/6/07	187056000	31.6667	-64.1667	8.95E+03	nd	nd	80	nd	7.62E+02
BATS	230	2007	12	6	12/6/07	187056000	31.6667	-64.1667	1.27E+03	nd	nd	100	nd	1.35E+02
BATS	230	2007	12	6	12/6/07	187056000	31.6667	-64.1667	2.52E+02	nd	nd	120	nd	1.09E+02
BATS	230	2007	12	6	12/6/07	187056000	31.6667	-64.1667	8.85E+01	nd	nd	140	nd	3.18E+01
BATS	230	2007	12	6	12/6/07	187056000	31.6667	-64.1667	1.19E+01	nd	nd	160	nd	1.68E+00
BATS	230	2007	12	6	12/6/07	187056000	31.6667	-64.1667	6.50E-01	nd	nd	180	nd	nd
BATS	230	2007	12	6	12/6/07	187056000	31.6667	-64.1667	6.50E-01	nd	nd	200	nd	nd
