site	cruiseid	year	month	day	date	yrday_gmt	lat	lon	LLI_narB[cells/mL]	temp	sal	depth[m]	sigma_0	standard_deviation[cells/mL]
HOT	194	2007	8	5	8/5/07	176428800	22.75	-158	6.50E-01	25.0843	nd	85	nd	nd
HOT	194	2007	8	5	8/5/07	176428800	22.75	-158	5.87E+02	24.001	34.9853	100	23.627	8.27E+01
HOT	194	2007	8	5	8/5/07	176428800	22.75	-158	7.16E+03	22.9432	nd	115	nd	1.60E+03
HOT	194	2007	8	5	8/5/07	176428800	22.75	-158	8.08E+03	22.0276	34.9802	125	24.202	2.67E+02
HOT	194	2007	8	5	8/5/07	176428800	22.75	-158	7.71E+02	20.1271	34.8536	150	24.623	1.77E+02
HOT	194	2007	8	5	8/5/07	176428800	22.75	-158	1.31E+02	18.5201	34.7141	175	24.939	3.34E+01
HOT	194	2007	8	5	8/5/07	176428800	22.75	-158	6.50E-01	16.5031	nd	200	nd	nd
HOT	195	2007	9	4	9/4/07	179020800	22.75	-158	nd	26.5414	35.1109	5	22.943	nd
HOT	195	2007	9	4	9/4/07	179020800	22.75	-158	6.50E-01	26.5381	35.1332	25	22.99	nd
HOT	195	2007	9	4	9/4/07	179020800	22.75	-158	6.50E-01	26.3909	35.1697	45	23.054	nd
HOT	195	2007	9	4	9/4/07	179020800	22.75	-158	nd	25.4212	nd	60	nd	nd
HOT	195	2007	9	4	9/4/07	179020800	22.75	-158	1.19E+02	24.1313	35.1841	75	23.755	3.52E+01
HOT	195	2007	9	4	9/4/07	179020800	22.75	-158	4.44E+03	23.7607	nd	85	nd	7.90E+02
HOT	195	2007	9	4	9/4/07	179020800	22.75	-158	1.35E+04	22.7484	35.185	100	24.146	2.12E+03
HOT	195	2007	9	4	9/4/07	179020800	22.75	-158	1.96E+03	22.3904	nd	115	nd	7.94E+02
HOT	195	2007	9	4	9/4/07	179020800	22.75	-158	5.97E+02	21.4979	35.1501	125	24.474	8.79E+01
HOT	195	2007	9	4	9/4/07	179020800	22.75	-158	7.88E+02	20.5593	35.0827	150	24.691	2.38E+02
HOT	195	2007	9	4	9/4/07	179020800	22.75	-158	1.64E+02	19.3686	34.977	175	24.923	6.06E+01
HOT	195	2007	9	4	9/4/07	179020800	22.75	-158	1.11E+02	17.7621	nd	200	nd	2.23E+01
HOT	196	2007	10	4	10/4/07	181612800	22.75	-158	6.50E-01	26.0884	35.0838	5	23.069	nd
HOT	196	2007	10	4	10/4/07	181612800	22.75	-158	6.50E-01	26.0926	35.0836	25	23.068	nd
HOT	196	2007	10	4	10/4/07	181612800	22.75	-158	nd	26.0917	35.0831	45	23.069	nd
HOT	196	2007	10	4	10/4/07	181612800	22.75	-158	6.50E-01	26.0888	nd	60	nd	nd
HOT	196	2007	10	4	10/4/07	181612800	22.75	-158	1.35E+01	25.9115	35.1101	75	23.144	5.75E+00
HOT	196	2007	10	4	10/4/07	181612800	22.75	-158	1.90E+02	25.1125	nd	85	nd	3.44E+01
HOT	196	2007	10	4	10/4/07	181612800	22.75	-158	2.46E+03	23.9761	35.1189	100	23.741	2.55E+02
HOT	196	2007	10	4	10/4/07	181612800	22.75	-158	4.49E+03	23.0877	nd	115	nd	7.58E+02
HOT	196	2007	10	4	10/4/07	181612800	22.75	-158	6.00E+03	22.6592	35.1793	125	24.173	1.01E+03
HOT	196	2007	10	4	10/4/07	181612800	22.75	-158	2.24E+03	21.4863	35.1706	150	24.496	3.60E+02
HOT	196	2007	10	4	10/4/07	181612800	22.75	-158	7.35E+02	20.1409	35.0727	175	24.787	1.88E+02
HOT	196	2007	10	4	10/4/07	181612800	22.75	-158	9.53E+01	18.54	nd	200	nd	2.41E+01
HOT	197	2007	12	3	12/3/07	186796800	22.75	-158	5.46E+01	25.0918	35.0199	5	23.333	2.28E+01
HOT	197	2007	12	3	12/3/07	186796800	22.75	-158	4.55E+01	25.0832	35.0528	25	23.355	1.77E+01
HOT	197	2007	12	3	12/3/07	186796800	22.75	-158	6.50E-01	25.0678	35.0729	45	23.382	nd
HOT	197	2007	12	3	12/3/07	186796800	22.75	-158	2.35E+01	25.0626	nd	60	nd	7.33E+00
HOT	197	2007	12	3	12/3/07	186796800	22.75	-158	1.98E+02	24.8443	35.0997	75	23.459	6.06E+01
HOT	197	2007	12	3	12/3/07	186796800	22.75	-158	7.81E+02	23.7914	nd	85	nd	1.42E+02
HOT	197	2007	12	3	12/3/07	186796800	22.75	-158	6.75E+03	22.6582	35.0268	100	24.07	5.86E+02
HOT	197	2007	12	3	12/3/07	186796800	22.75	-158	4.70E+03	21.9432	nd	115	nd	1.69E+03
HOT	197	2007	12	3	12/3/07	186796800	22.75	-158	2.54E+03	21.091	35.0008	125	24.477	7.84E+02
HOT	197	2007	12	3	12/3/07	186796800	22.75	-158	1.89E+02	20.0054	34.9918	150	24.766	1.81E+01
HOT	197	2007	12	3	12/3/07	186796800	22.75	-158	1.09E+01	18.8159	34.8489	175	24.966	2.51E+00
HOT	197	2007	12	3	12/3/07	186796800	22.75	-158	6.50E-01	16.8493	nd	200	nd	nd
HOT	198	2007	12	22	12/22/07	188438400	22.75	-158	4.36E+02	24.5027	35.0132	5	23.506	8.35E+01
HOT	198	2007	12	22	12/22/07	188438400	22.75	-158	4.37E+02	24.5005	35.0137	25	23.523	6.93E+01
HOT	198	2007	12	22	12/22/07	188438400	22.75	-158	5.09E+02	24.4987	35.0228	45	23.518	2.95E+01
HOT	198	2007	12	22	12/22/07	188438400	22.75	-158	8.89E+02	24.4672	nd	60	nd	1.02E+02
HOT	198	2007	12	22	12/22/07	188438400	22.75	-158	1.24E+03	24.4731	35.0396	75	23.534	2.01E+02
HOT	198	2007	12	22	12/22/07	188438400	22.75	-158	1.89E+03	24.4442	nd	85	nd	3.98E+02
HOT	198	2007	12	22	12/22/07	188438400	22.75	-158	1.80E+03	24.3287	35.0687	100	23.601	2.73E+02
HOT	198	2007	12	22	12/22/07	188438400	22.75	-158	4.18E+03	23.6244	nd	115	nd	1.14E+03
HOT	198	2007	12	22	12/22/07	188438400	22.75	-158	4.85E+03	22.8926	35.1005	125	24.051	2.32E+02
HOT	198	2007	12	22	12/22/07	188438400	22.75	-158	7.95E+02	21.632	35.1198	150	24.416	1.39E+02
HOT	198	2007	12	22	12/22/07	188438400	22.75	-158	2.57E+02	20.6273	35.0962	175	24.674	1.91E+01
HOT	198	2007	12	22	12/22/07	188438400	22.75	-158	1.98E+01	19.5382	nd	200	nd	5.27E+00
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	5.24E+02	nd	nd	5	nd	1.85E+02
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	4.28E+02	nd	nd	25	nd	1.29E+02
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	5.55E+02	nd	nd	45	nd	8.49E+01
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	5.09E+02	nd	nd	60	nd	1.92E+02
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	7.16E+02	nd	nd	75	nd	1.19E+02
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	4.58E+02	nd	nd	85	nd	1.09E+02
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	7.92E+02	nd	nd	100	nd	1.38E+02
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	6.69E+02	nd	nd	115	nd	2.24E+02
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	2.45E+03	nd	nd	125	nd	6.73E+02
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	8.25E+02	nd	nd	150	nd	9.48E+01
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	6.31E+01	nd	nd	175	nd	7.35E+00
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	6.50E-01	nd	nd	200	nd	nd
