site	cruiseid	year	month	day	date	yrday_gmt	lat	lon	HLII_narB[cells/mL]	temp	sal	depth[m]	sigma_0	standard_deviation[cells/mL]
HOT	198	2007	12	22	12/22/07	188438400	22.75	-158	8.96E+03	23.6244	nd	115	nd	2.44E+03
HOT	198	2007	12	22	12/22/07	188438400	22.75	-158	3.62E+03	22.8926	35.1005	125	24.051	2.19E+02
HOT	198	2007	12	22	12/22/07	188438400	22.75	-158	1.96E+02	21.632	35.1198	150	24.416	1.07E+01
HOT	198	2007	12	22	12/22/07	188438400	22.75	-158	nd	20.6273	35.0962	175	24.674	nd
HOT	198	2007	12	22	12/22/07	188438400	22.75	-158	6.50E-01	19.5382	nd	200	nd	nd
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	1.83E+04	nd	nd	5	nd	6.69E+03
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	1.52E+04	nd	nd	25	nd	4.71E+03
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	2.13E+04	nd	nd	45	nd	8.61E+02
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	2.00E+04	nd	nd	60	nd	4.79E+03
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	2.64E+04	nd	nd	75	nd	4.54E+03
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	1.83E+04	nd	nd	85	nd	6.48E+03
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	2.44E+04	nd	nd	100	nd	3.51E+03
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	2.41E+04	nd	nd	115	nd	6.95E+03
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	1.23E+04	nd	nd	125	nd	2.58E+03
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	6.50E-01	nd	nd	150	nd	nd
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	6.50E-01	nd	nd	175	nd	nd
HOT	199	2008	1	31	1/31/08	191894400	22.75	-158	6.50E-01	nd	nd	200	nd	nd
