LATITUDE, LONGITUDE,SURF,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,1700,1750,1800,1850,1900,1950,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000,5100,5200,5300,5400,5500
-77.5,-177.5,22.631,22.885,23.12,23.223,23.433,23.986,24.43,25.035,25.605,26.282,26.791,27.606,27.86,28.136,28.431,28.753,28.961,29.055,29.22,29.434,29.542,30.161,30.504,30.854,30.999,31.041,30.991,31.004,31.016,31.02,31.048,31.071,31.127,31.223,31.316,31.355,31.404,31.497,31.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5,-172.5,19.349,18.998,19.598,20.077,20.619,21.786,22.52,23.203,24.118,24.883,25.632,25.992,26.851,27.337,28.088,28.596,28.939,29.157,29.463,29.498,29.611,29.875,30.3,30.847,30.897,30.889,30.723,30.805,30.971,30.961,30.953,31.015,31.038,31.099,31.023,30.964,30.9,31.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5,-167.5,15.655,15.402,15.712,16.184,16.501,17.401,18.003,18.827,19.295,19.733,20.263,20.22,20.896,20.921,21.727,23.605,24.655,25.38,27.412,27.555,26.841,27.444,29.93,29.437,29.419,31.241,30.559,30.72,30.961,31.228,31.439,30.993,31.143,31.236,31.313,31.362,31.347,32.098,32.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5,-162.5,13.514,14.143,14.195,14.542,15.035,15.796,16.673,17.638,18.512,18.927,20.717,18.761,20.209,20.741,21.284,21.833,22.405,22.93,21.842,21.958,23.47,25.625,27.549,27.28,27.509,29.469,28.396,29.494,30.127,30.274,30.231,30.047,30.352,30.761,30.906,30.946,31.061,31.924,31.007,,33.037,,,,31.542,31.569,32.143,32.41,32.664,,33.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5,-157.5,15.706,15.945,15.954,16.288,16.935,18.329,19.43,20.903,22.276,23.151,23.22,23.612,24.492,25.54,26.802,27.583,28.293,28.989,29.397,29.848,30.029,29.896,29.313,28.977,28.427,30.355,28.724,29.624,30.33,31.044,31.699,31.844,31.212,32.289,32.273,31.628,31.253,31.61,,32.687,,32.193,32.212,,32.707,32.367,32.372,32.371,32.372,32.38,32.386,32.458,32.581,32.4,32.4,32.4,32.434,32.505,32.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5,-152.5,22.512,22.536,22.63,22.873,22.23,23.059,23.522,23.894,25.425,25.856,26.388,26.511,27.087,27.608,28.065,28.65,28.927,29.176,29.407,29.621,29.82,30.438,30.6,30.853,30.851,31.257,31.363,31.585,31.969,31.936,32.522,32.68,32.791,32.918,33.218,33.288,32.801,32.957,32.746,32.731,32.73,32.741,32.864,32.889,32.844,32.852,32.88,32.821,32.838,32.849,32.932,33.013,33.016,33.012,33.023,33.027,33.021,33.021,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5,-47.5,29.4,29.49,29.462,29.494,29.428,29.235,29.119,29.116,29.136,29.156,29.176,29.196,29.216,29.236,29.256,29.276,29.296,29.326,29.362,29.401,29.456,29.493,29.415,29.33,29.23,29.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5,-42.5,24.163,23.232,22.852,23.451,23.897,24.278,24.538,24.649,24.704,24.734,24.811,26.323,25.247,25.526,25.784,26.024,26.547,27.273,28.202,28.912,29.407,28.543,28.088,28.603,29.12,27.441,27.785,27.53,26.722,28.273,28.326,28.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5,-37.5,21.671,23.275,23.379,23.591,23.884,24.244,23.65,24.475,24.94,24.586,24.849,24.829,24.702,24.427,24,23.881,24.105,24.712,25.587,26.979,27.365,26.254,25.381,26.201,27.947,29.222,28.231,28.318,28.284,29.143,28.099,27.989,28.314,29.088,29.169,29.268,29.353,29.745,29.571,29.661,29.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5,-32.5,20.309,20.827,21.072,21.978,22.84,23.721,25.035,26.452,27.302,27.792,27.979,28.164,28.496,28.893,29.244,29.512,29.725,29.93,30.133,30.296,30.324,30.416,30.75,30.349,30.242,29.552,30.038,29.31,29.463,29.796,29.983,30.12,26.705,27.215,26.47,27.301,26.605,29.3,29.593,29.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5,167.5,16.633,17.228,18.548,19.968,21.541,23.092,24.202,25.213,26.008,26.724,27.271,28.023,28.556,28.818,29.061,29.421,29.615,29.814,30.014,30.189,30.306,30.727,30.678,30.874,30.827,31.005,30.86,30.857,30.951,30.981,30.951,30.911,30.795,30.828,31.029,31.05,30.961,30.945,31.048,31.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5,172.5,20.895,20.607,20.968,21.281,21.552,22.391,23.055,23.715,24.394,25.085,25.78,26.145,26.825,27.326,27.882,28.307,28.702,29.003,29.287,29.553,29.733,30.404,30.733,30.862,31.071,31.03,31.099,31.188,31.249,31.284,31.315,31.357,31.359,31.331,31.41,31.432,31.382,31.272,31.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5,177.5,20.629,20.804,20.899,20.99,21.131,21.694,22.342,23.08,23.927,24.713,25.375,26.268,26.937,27.318,27.705,28.261,28.646,28.976,29.266,29.591,29.743,30.504,30.929,31.024,31.083,31.212,31.246,31.33,31.473,31.516,31.535,31.614,31.653,31.352,31.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.5,-177.5,26.355,26.384,26.497,26.671,26.588,26.813,27.077,27.295,27.552,27.495,27.665,27.93,28.396,28.523,28.736,29.069,29.41,29.674,29.907,30.12,30.192,31.029,31.362,31.854,32.277,32.41,32.432,32.464,32.636,32.609,32.614,32.589,32.691,32.675,32.73,32.846,32.823,32.953,32.917,32.93,32.845,32.772,32.928,32.852,32.904,32.872,32.912,33.007,32.98,32.956,32.994,33.027,33.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.5,-172.5,25.653,25.311,25.394,25.5,25.651,25.812,26.043,26.548,27.069,27.378,27.642,27.943,28.209,28.445,28.645,28.799,29.045,29.374,29.683,29.964,30.198,31.091,31.774,32.215,32.523,33.071,32.887,32.906,32.891,32.865,32.872,32.843,32.844,32.829,32.787,32.75,32.707,32.729,32.728,32.708,32.689,32.765,32.711,32.731,32.781,32.846,32.84,32.86,32.891,32.911,32.954,32.942,32.961,32.988,33.025,32.98,33.051,33.01,33.006,33.012,33.069,33.069,33.071,33.081,33.066,33.102,33.105,33.137,33.149,33.214,33.273,33.275,33.287,33.288,33.272,33.3,33.313,33.262,33.299,33.345,33.283,33.224,33.095,33.157,33.16,33.183,33.175,33.59,,,,,,,,,,,,,,
-72.5,-167.5,21.886,22.257,22.415,22.811,23.12,23.363,23.642,24.449,25.477,27.199,28.305,28.413,29.15,29.458,29.755,30.023,30.226,30.358,30.443,30.53,30.625,31.053,31.888,32.62,32.942,33.465,33.207,33.217,33.249,33.244,33.05,33.003,33.062,32.928,32.899,32.9,32.907,32.9,32.94,32.951,32.997,32.976,33.066,32.828,33.021,33.006,32.925,32.953,33.06,33.055,33.045,32.848,32.995,33.083,33.075,32.969,32.94,32.825,33.07,33.084,33.007,32.887,33.05,33.155,33.128,33.126,33.042,33.072,33.124,33.188,33.221,33.245,33.264,33.274,33.284,33.295,33.299,33.297,33.303,33.306,33.312,33.314,33.289,33.282,33.272,33.337,33.351,33.46,,,,,,,,,,,,,,
-72.5,-162.5,18.967,19,19.164,20.445,22.019,23.754,25.361,26.204,26.801,27.153,27.39,27.504,27.593,27.721,27.846,27.989,28.132,28.265,28.409,28.56,28.714,29.469,30.575,31.542,32.219,,32.526,32.539,32.559,32.559,32.544,32.528,32.505,32.495,32.492,32.471,32.458,32.505,32.603,32.688,32.668,32.664,32.427,32.682,32.466,32.44,32.4,32.437,32.471,32.488,32.486,32.473,32.474,32.499,32.516,32.525,32.533,32.55,32.575,32.614,32.647,32.663,32.664,32.665,32.667,32.66,32.644,32.603,32.606,32.721,32.801,32.785,32.848,32.861,32.875,32.907,32.921,32.9,32.858,32.822,32.759,32.673,32.606,32.623,32.581,32.526,32.534,32.571,,,,,,,,,,,,,,
-72.5,-157.5,25.152,25.13,25.136,25.171,25.239,25.422,26.014,26.676,27.305,27.682,27.97,28.149,28.296,28.436,28.552,28.668,28.789,28.912,29.034,29.158,29.159,30.06,31.072,31.912,32.609,,32.597,32.627,32.495,32.701,32.594,32.594,32.559,32.587,32.664,32.773,32.782,32.731,32.801,32.884,32.722,32.694,32.926,32.773,32.93,33.011,32.95,32.832,32.824,32.946,32.966,32.872,32.894,32.898,32.841,32.814,32.802,32.8,32.806,32.827,32.849,32.847,32.823,32.739,32.709,32.747,32.938,32.945,33.017,33.068,33.055,33.027,33.032,33.038,33.045,33.064,33.083,33.106,33.139,33.127,33.04,32.981,32.978,33.019,32.951,32.923,32.918,32.633,32.6,,,,,,,,,,,,,
-72.5,-152.5,24.351,24.407,24.434,24.571,24.718,24.867,25.094,25.494,26.125,26.759,27.347,27.82,28.197,28.303,28.523,28.905,29.057,29.229,29.375,29.57,29.69,30.96,32.21,33.007,33.384,33.508,33.288,33.159,33.021,32.983,32.896,32.821,32.708,32.693,32.62,32.617,32.652,32.656,32.631,32.636,32.65,32.683,32.71,32.728,32.799,32.784,32.779,32.752,32.778,32.831,32.848,32.824,32.831,32.879,32.894,32.896,32.894,32.9,32.907,32.909,32.917,32.945,32.972,33.005,33.022,33.046,33.119,33.159,33.163,33.183,33.212,33.248,33.276,33.318,33.344,33.367,33.387,33.375,33.34,33.313,33.301,33.302,33.293,33.286,33.267,33.194,33.101,32.958,32.82,33.039,,,,,,,,,,,,
